Distance_(pixels),Gray_Value
1603,14.0449
1604,14.6026
1605,15.2372
1606,15.5641
1607,16.0962
1608,16.8269
1609,17.7436
1610,18.2692
1611,19.0385
1612,19.8269
1613,20.3974
1614,21.4231
1615,22.3205
1616,23.3013
1617,24.2436
1618,25.3526
1619,25.8910
1620,27.0577
1621,28.1987
1622,29.1474
1623,30.6090
1624,31.7949
1625,32.7244
1626,34.0449
1627,34.8782
1628,36.0256
1629,36.9872
1630,38.0769
1631,38.7692
1632,39.5192
1633,40.2821
1634,41.0385
1635,41.5385
1636,42.1090
1637,42.5321
1638,42.6282
1639,42.7756
1640,42.9615
1641,43.0769
1642,42.7115
1643,42.2115
1644,42.1154
1645,41.8910
1646,41.5385
1647,41.0897
1648,40.2115
1649,39.6282
1650,39.0000
1651,38.5962
1652,38.4872
1653,38.1603
1654,38.1474
1655,38.1090
1656,38.2244
1657,38.1603
1658,38.4487
1659,38.8526
1660,38.8526
1661,39.1603
1662,39.6218
1663,39.9615
1664,40.2692
1665,40.2372
1666,40.9103
1667,41.3590
1668,41.4295
1669,41.8205
1670,42.0513
1671,41.8269
1672,41.8333
1673,41.5385
1674,41.2821
1675,40.9295
1676,40.5513
1677,40.0192
1678,39.1026
1679,38.3974
1680,37.5449
1681,36.5256
1682,35.4038
1683,33.8205
1684,32.8205
1685,31.7564
1686,30.4744
1687,29.0128
1688,27.8974
1689,26.7436
1690,25.4679
1691,24.3269
1692,23.1731
1693,22.0705
1694,20.9295
1695,20.1731
1696,19.4295
1697,18.6346
1698,17.8974
1699,17.2628
1700,16.6987
1701,15.9744
1702,15.3590
1703,14.9103
1704,14.4038
1705,14.0641
1706,13.5513
1707,13.1795
1708,12.8462
1709,12.4936
1710,12.1282
1711,11.6282
1712,11.3910
1713,11.0128
1714,10.8654
1715,10.6731
1716,10.3782
1717,10.0513
1718,9.8974
1719,9.6923
1720,9.4936
1721,9.2949
1722,9.0577
1723,9.0385
1724,8.8910
1725,8.7500
1726,8.5385
1727,8.5833
1728,8.2692
1729,8.1923
1730,7.9936
1731,8.0705
1732,7.8269
1733,7.9423
1734,7.8974
1735,7.6731
1736,7.5577
1737,7.5385
1738,7.4359
1739,7.3910
1740,7.4038
1741,7.1859
1742,7.2436
1743,7.0833
1744,7.0962
1745,7.1282
1746,7.1026
1747,6.9615
1748,6.9936
1749,6.9936
1750,7.0833
1751,7.0449
1752,6.9359
1753,6.9808
1754,6.9615
1755,6.8974
1756,6.8718
1757,6.9423
1758,6.8974
1759,6.9038
1760,6.9615
1761,7.0192
1762,6.9103
1763,7.0000
1764,7.0769
1765,7.1282
1766,7.0577
1767,7.1218
1768,6.9679
1769,7.2244
1770,7.2436
1771,7.2244
1772,7.5128
1773,7.3910
1774,7.5321
1775,7.5385
1776,7.5833
1777,7.7179
1778,7.7564
1779,7.7949
1780,7.9936
1781,8.1474
1782,8.1538
1783,8.3654
1784,8.5000
1785,8.5705
1786,8.5962
1787,8.9295
1788,9.1090
1789,9.3205
1790,9.2821
1791,9.5577
1792,9.7821
1793,9.9295
1794,10.2244
1795,10.3397
1796,10.6346
1797,10.8269
1798,11.0833
1799,11.4872
1800,11.5321
1801,11.9231
1802,12.3333
1803,12.6090
1804,12.9551
1805,13.2949
1806,13.8397
1807,14.2436
1808,14.5897
1809,15.1026
1810,15.6410
1811,15.9679
1812,16.6795
1813,17.4423
1814,17.7372
1815,18.5385
1816,19.0962
1817,19.6859
1818,20.4551
1819,21.3205
1820,22.1859
1821,23.1282
1822,23.9295
1823,24.9231
1824,25.6218
1825,26.7051
1826,27.8782
1827,29.1859
1828,30.2885
1829,31.2436
1830,32.3077
1831,33.7115
1832,34.9038
1833,36.1603
1834,37.4679
1835,38.9936
1836,39.9744
1837,41.0321
1838,42.3718
1839,43.4359
1840,44.7115
1841,45.1731
1842,46.1026
1843,46.7564
1844,47.5641
1845,48.3397
1846,49.0897
1847,49.0705
1848,49.3590
1849,49.5641
1850,49.1923
1851,49.0449
1852,48.8974
1853,48.8910
